UR	SR
s.u2.p.ɚ0.v.oʊ1.t.ɪ0.ŋ	s.u2.p.ɚ0.v.oʊ1.ɾ.ɪ0.ŋ
ɑ0.m.ɪ0.ɹ.ɑ1.t.i0	ɑ.m.ɪ0.ɹ.ɑ1.ɾ.0
k.ɑ0.p.u1.t.i0	k.ɑ0.p.u1.ɾ.0
k.ɪ0.n.ɛ1.t.ɪ0.k	k.ɪ0.n.ɛ1.ɾ.ɪ0.k
g.ɹ.aʊ1.n.d.w.ɔ2.t.ɚ0	g.ɹ.aʊ1.n.d.w.ɔ2.ɾ.0
k.ɛ1.t.ʌ0	k.ɛ1.ɾ.0
dʒ.i1.t.ɛ2.k	d.i1.ɾ.ɛ2.k
p.ɚ0.m.ɪ1.t.ʌ0.d	p.ɚ0.m.ɪ1.ɾ.ʌ0.d
b.ɔ1.t.ɚ0	b.ɔ1.ɾ.0
d.ɛ1.v.ʌ0.s.t.eɪ2.t.ʌ0.d	d.ɛ1.v.ʌ0.s.t.eɪ2.ɾ.ʌ0.d
b.æ1.t.ʌ0.l.g.ɹ.aʊ2.n.d	b.æ1.ɾ.ʌ0.l.g.ɹ.aʊ2.n.d
ɔ2.t.ʌ0.b.aɪ0.ɑ1.g.ɹ.ʌ0.f.i0	ɔ.ɾ.ʌ0.b.aɪ0.ɑ1.g.ɹ.ʌ0.f.0
s.m.i1.t.ɪ0.ŋ	s.m.i1.ɾ.ɪ0.ŋ
p.ɚ1.t.i0	p.ɚ1.ɾ.0
i1.m.oʊ2.t.ɪ0.v	i.m.oʊ2.ɾ.ɪ0.v
g.w.ɑ2.t.ʌ0.m.ɑ1.l.ʌ0.z	g.w.ɑ2.ɾ.ʌ0.m.ɑ1.l.ʌ0.z
l.u0.n.ɛ1.t.ʌ0	l.u0.n.ɛ1.ɾ.0
f.oʊ1.t.oʊ0.k.ɑ2.p.i0.d	f.oʊ1.ɾ.oʊ0.k.ɑ2.p.i0.d
m.ɪ0.s.t.eɪ1.t.ɪ0.d	m.ɪ0.s.t.eɪ1.ɾ.ɪ0.d
ɹ.i0.k.æ1.l.k.j.ʌ0.l.eɪ2.t.ɪ0.d	ɹ.i0.k.æ1.l.k.j.ʌ0.l.eɪ2.ɾ.ɪ0.d
p.i0.s.tʃ.oʊ1.t.ʌ0	p.i0.s.tʃ.oʊ1.ɾ.0
ɪ2.n.t.ɑ1.k.s.ɪ0.k.eɪ2.t.ɪ0.d	ɪ.n.t.ɑ1.k.s.ɪ0.k.eɪ2.ɾ.ɪ0.d
s.ʌ0.b.æ1.t.ɪ0.k.ʌ0.l	s.ʌ0.b.æ1.ɾ.ɪ0.k.ʌ0.l
k.aʊ1.n.t.ɚ0.f.ɪ2.t.ɚ0	k.aʊ1.n.t.ɚ0.f.ɪ2.ɾ.0
ɛ2.t.i2.aɪ1	ɛ.ɾ.i2.1
n.ɪ0.g.oʊ1.ʃ.i0.eɪ2.t.ɪ0.d	n.ɪ0.g.oʊ1.ʃ.i0.eɪ2.ɾ.ɪ0.d
d.ɑ2.n.ʌ0.z.ɛ1.t.i0	d.ɑ2.n.ʌ0.z.ɛ1.ɾ.0
tʃ.æ1.t.ʌ0.m	t.æ1.ɾ.ʌ0.m
ʌ0.n.p.eɪ2.t.ɹ.i0.ɑ1.t.ɪ0.k	ʌ.n.p.eɪ2.t.ɹ.i0.ɑ1.ɾ.ɪ0.k
t.aɪ1.p.ɹ.aɪ2.t.ɪ0.ŋ	t.aɪ1.p.ɹ.aɪ2.ɾ.ɪ0.ŋ
z.l.ɔ1.t.i0	z.l.ɔ1.ɾ.0
p.æ1.t.ɚ0.ʌ0.l.aɪ2.z	p.æ1.ɾ.ɚ0.ʌ0.l.aɪ2.z
s.ɑ0.n.t.ɑ0.g.ɑ1.t.ʌ0	s.ɑ0.n.t.ɑ0.g.ɑ1.ɾ.0
k.ʌ0.s.ɑ1.t.u2	k.ʌ0.s.ɑ1.ɾ.2
m.æ0.k.s.i1.t.ʌ0	m.æ0.k.s.i1.ɾ.0
dʒ.ɛ0.ɹ.eɪ2.s.ɑ1.t.i0	d.ɛ0.ɹ.eɪ2.s.ɑ1.ɾ.0
ʌ0.d.m.ɪ1.t.ɪ0.ŋ	ʌ.d.m.ɪ1.ɾ.ɪ0.ŋ
n.ɔ1.t.ʌ0.k.ʌ0	n.ɔ1.ɾ.ʌ0.k.0
ɑ0.s.ɛ1.t.oʊ0	ɑ.s.ɛ1.ɾ.0
h.eɪ1.t.ɚ0.z	h.eɪ1.ɾ.ɚ0.z
ɹ.oʊ1.t.i0	ɹ.oʊ1.ɾ.0
t.ʌ0.m.ɑ1.t.oʊ0	t.ʌ0.m.ɑ1.ɾ.0
w.ɔ1.t.ɚ0.l.u2	w.ɔ1.ɾ.ɚ0.l.2
p.æ2.v.ɚ0.ɑ1.t.i0	p.æ2.v.ɚ0.ɑ1.ɾ.0
m.ʌ0.k.w.ɪ1.t.i0	m.ʌ0.k.w.ɪ1.ɾ.0
l.ɑ0.v.ɛ1.t.ʌ0	l.ɑ0.v.ɛ1.ɾ.0
ɹ.ʌ0.b.ɚ1.t.ʌ0	ɹ.ʌ0.b.ɚ1.ɾ.0
b.ɑ1.t.ʌ0.m.f.ɪ2.ʃ	b.ɑ1.ɾ.ʌ0.m.f.ɪ2.ʃ
k.ʌ0.m.j.u1.t.ɚ0	k.ʌ0.m.j.u1.ɾ.0
ʌ0.n.b.ʌ1.t.ʌ0.n.d	ʌ.n.b.ʌ1.ɾ.ʌ0.n.d
k.oʊ0.l.ɛ1.t.ʌ0	k.oʊ0.l.ɛ1.ɾ.0
ʌ0.n.ɹ.ɪ0.m.ɪ1.t.ɪ0.d	ʌ.n.ɹ.ɪ0.m.ɪ1.ɾ.ɪ0.d
ɪ1.n.ʌ0.g.ɹ.eɪ2.t.ɪ0.d	ɪ.n.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d
ɹ.i0.ɪ1.n.t.ʌ0.g.ɹ.eɪ2.t.ɪ0.d	ɹ.i0.ɪ1.n.t.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d
z.ɛ1.t.ʌ0.l.m.ɔɪ0.ɚ0	z.ɛ1.ɾ.ʌ0.l.m.ɔɪ0.0
ɛ0.k.s.t.ɹ.æ1.p.ʌ0.l.eɪ2.t.ɪ0.d	ɛ.k.s.t.ɹ.æ1.p.ʌ0.l.eɪ2.ɾ.ɪ0.d
d.aɪ1.t.ɚ0.z	d.aɪ1.ɾ.ɚ0.z
b.u1.t.oʊ0.z	b.u1.ɾ.oʊ0.z
d.i1.t.ʊ0.ɹ	d.i1.ɾ.ʊ0.ɹ
m.ʌ2.l.t.i0.v.aɪ1.t.ʌ2.m.ʌ0.n	m.ʌ2.l.t.i0.v.aɪ1.ɾ.ʌ2.m.ʌ0.n
ɪ1.n.s.t.ʌ0.g.eɪ2.t.ɚ0.z	ɪ.n.s.t.ʌ0.g.eɪ2.ɾ.ɚ0.z
w.ɪ1.t.ɪ0.ŋ.h.æ2.m	w.ɪ1.ɾ.ɪ0.ŋ.h.æ2.m
k.ʌ0.m.p.j.u1.t.ɚ0.dʒ.ɛ1.n.ɚ0.eɪ2.t.ʌ0.d	k.ʌ0.m.p.j.u1.ɾ.ɚ0.dʒ.ɛ1.n.ɚ0.eɪ2.ɾ.ʌ0.d
m.ɑ1.t.oʊ0.z	m.ɑ1.ɾ.oʊ0.z
l.oʊ0.l.i1.t.ʌ0	l.oʊ0.l.i1.ɾ.0
s.ɑ0.p.u1.t.oʊ0	s.ɑ0.p.u1.ɾ.0
g.ɪ1.t.ɚ0	g.ɪ1.ɾ.0
k.ɛ1.t.ɪ0.l.s.ʌ0.n	k.ɛ1.ɾ.ɪ0.l.s.ʌ0.n
æ2.n.ʌ0.s.θ.ɛ1.t.ɪ0.k	æ.n.ʌ0.s.θ.ɛ1.ɾ.ɪ0.k
m.æ1.n.s.l.ɔ2.t.ɚ0	m.æ1.n.s.l.ɔ2.ɾ.0
s.ɚ1.t.ʌ0.n.t.i0	s.ɚ1.ɾ.ʌ0.n.t.0
t.ɑ0.k.eɪ0.m.oʊ1.t.oʊ2	t.ɑ0.k.eɪ0.m.oʊ1.ɾ.2
g.ʌ1.n.k.ɑ1.t.ʌ0.n	g.ʌ1.n.k.ɑ1.ɾ.ʌ0.n
ɹ.ɪ2.g.ʌ0.l.ɛ1.t.oʊ0	ɹ.ɪ2.g.ʌ0.l.ɛ1.ɾ.0
s.æ1.t.ɪ0.s.f.aɪ2.d	s.æ1.ɾ.ɪ0.s.f.aɪ2.d
b.æ1.t.ʌ0.l	b.æ1.ɾ.ʌ0.l
s.ɪ1.t.ɪ0.z.ʌ0.n.ɹ.i0.z	s.ɪ1.ɾ.ɪ0.z.ʌ0.n.ɹ.i0.z
k.ɹ.ɪ1.t.ɪ0.k.ʌ0.l.i0	k.ɹ.ɪ1.ɾ.ɪ0.k.ʌ0.l.0
l.ɪ1.t.ʌ0.l	l.ɪ1.ɾ.ʌ0.l
aɪ1.t.ɛ2.k	a.ɾ.ɛ2.k
n.ɪ1.t.ʌ0.d	n.ɪ1.ɾ.ʌ0.d
æ2.k.s.i0.ʌ0.m.æ1.t.ɪ0.k	æ.k.s.i0.ʌ0.m.æ1.ɾ.ɪ0.k
b.ɪ0.f.ɪ1.t.ɪ0.ŋ	b.ɪ0.f.ɪ1.ɾ.ɪ0.ŋ
p.aʊ1.t.ɚ0	p.aʊ1.ɾ.0
l.æ1.m.p.l.aɪ2.t.ɚ0.z	l.æ1.m.p.l.aɪ2.ɾ.ɚ0.z
k.ɹ.i0.eɪ1.t.ɪ0.v.n.ʌ0.s	k.ɹ.i0.eɪ1.ɾ.ɪ0.v.n.ʌ0.s
m.j.u1.t.ʌ0.n.i0.z	m.j.u1.ɾ.ʌ0.n.i0.z
t.eɪ1.t.ɚ0.z	t.eɪ1.ɾ.ɚ0.z
m.ɑ1.t.ɚ0.n	m.ɑ1.ɾ.ɚ0.n
b.eɪ1.t.ɪ0.d	b.eɪ1.ɾ.ɪ0.d
b.ɹ.ɪ1.t.ɪ0.ʃ	b.ɹ.ɪ1.ɾ.ɪ0.ʃ
s.t.æ1.t.ʌ0.s	s.t.æ1.ɾ.ʌ0.s
p.i2.t.ɚ0.m.ɛ1.ɹ.ɪ0.t.s.b.ɚ0.g	p.i2.ɾ.ɚ0.m.ɛ1.ɹ.ɪ0.t.s.b.ɚ0.g
d.ɛ1.s.ʌ0.m.eɪ2.t.ɪ0.ŋ	d.ɛ1.s.ʌ0.m.eɪ2.ɾ.ɪ0.ŋ
ʌ0.p.ɹ.i1.ʃ.i0.eɪ2.t.ɪ0.v	ʌ.p.ɹ.i1.ʃ.i0.eɪ2.ɾ.ɪ0.v
k.w.i1.t.oʊ0.z	k.w.i1.ɾ.oʊ0.z
p.ɹ.oʊ1.t.ɪ0.ʒ.eɪ2.z	p.ɹ.oʊ1.ɾ.ɪ0.ʒ.eɪ2.z
l.ɪ2.t.ʌ0.g.eɪ1.ʃ.ʌ0.n.z	l.ɪ2.ɾ.ʌ0.g.eɪ1.ʃ.ʌ0.n.z
ɹ.ɛ1.p.l.ɪ0.k.eɪ2.t.ɚ0	ɹ.ɛ1.p.l.ɪ0.k.eɪ2.ɾ.0
f.ɪ0.d.ɑ1.t.ʌ0	f.ɪ0.d.ɑ1.ɾ.0
ɪ0.m.b.ɚ1.t.ʌ0.n	ɪ.m.b.ɚ1.ɾ.ʌ0.n
k.ɑ0.ɹ.t.æ2.s.ʌ0.s.m.i1.t.ʌ0	k.ɑ0.ɹ.t.æ2.s.ʌ0.s.m.i1.ɾ.0
k.ɛ1.t.ɚ0.m.ʌ0.n	k.ɛ1.ɾ.ɚ0.m.ʌ0.n
n.oʊ1.t.oʊ0	n.oʊ1.ɾ.0
t.ʌ0.b.ɛ1.t.ʌ0.n.z	t.ʌ0.b.ɛ1.ɾ.ʌ0.n.z
b.ɚ1.t.ʌ0.n.z	b.ɚ1.ɾ.ʌ0.n.z
ʌ0.n.ɪ0.k.s.aɪ1.t.ɪ0.ŋ	ʌ.n.ɪ0.k.s.aɪ1.ɾ.ɪ0.ŋ
f.i1.t.ʌ0.s.ɪ0.z	f.i1.ɾ.ʌ0.s.ɪ0.z
æ2.l.f.ʌ0.b.ɛ1.t.ɪ0.k.ʌ0.l	æ.l.f.ʌ0.b.ɛ1.ɾ.ɪ0.k.ʌ0.l
t.oʊ1.t.ʌ0.l.i0	t.oʊ1.ɾ.ʌ0.l.0
ʌ2.n.ɹ.ɪ0.l.eɪ1.t.ɪ0.d	ʌ.n.ɹ.ɪ0.l.eɪ1.ɾ.ɪ0.d
g.ɔɪ2.z.w.eɪ1.t.ʌ0	g.ɔɪ2.z.w.eɪ1.ɾ.0
ɪ0.g.z.ɑ1.t.ɪ0.k	ɪ.g.z.ɑ1.ɾ.ɪ0.k
m.ʌ0.k.w.ɔ1.t.ɚ0.z	m.ʌ0.k.w.ɔ1.ɾ.ɚ0.z
ɹ.i0.p.eɪ1.t.ɹ.i0.eɪ2.t.ɪ0.d	ɹ.i0.p.eɪ1.t.ɹ.i0.eɪ2.ɾ.ɪ0.d
n.ɛ1.t.ʌ0.l.d	n.ɛ1.ɾ.ʌ0.l.d
f.ɚ1.t.ɪ0.k	f.ɚ1.ɾ.ɪ0.k
ɪ1.l.ʌ0.s.t.ɹ.eɪ2.t.ɚ0.z	ɪ.l.ʌ0.s.t.ɹ.eɪ2.ɾ.ɚ0.z
k.æ1.t.ɚ0.p.ɪ2.l.ɚ0.z	k.æ1.ɾ.ɚ0.p.ɪ2.l.ɚ0.z
h.ɚ1.t.ɪ0.ŋ	h.ɚ1.ɾ.ɪ0.ŋ
m.ɛ0.n.d.oʊ1.t.ʌ0	m.ɛ0.n.d.oʊ1.ɾ.0
k.w.oʊ1.t.ʌ0.z	k.w.oʊ1.ɾ.ʌ0.z
æ1.m.i2.t.ɚ0	æ.m.i2.ɾ.0
d.æ0.m.ɑ1.t.oʊ2	d.æ0.m.ɑ1.ɾ.2
g.ɹ.u1.t.ɚ0.z	g.ɹ.u1.ɾ.ɚ0.z
k.æ2.t.ʌ0.l.oʊ1.n.j.ʌ0	k.æ2.ɾ.ʌ0.l.oʊ1.n.j.0
n.eɪ1.t.ʌ0.n	n.eɪ1.ɾ.ʌ0.n
s.n.ɔ1.t.i2	s.n.ɔ1.ɾ.2
ɪ1.n.oʊ0.v.eɪ2.t.ɚ0.z	ɪ.n.oʊ0.v.eɪ2.ɾ.ɚ0.z
n.ɪ0.g.oʊ1.ʃ.i0.eɪ2.t.ɚ0	n.ɪ0.g.oʊ1.ʃ.i0.eɪ2.ɾ.0
p.ɚ0.v.ɚ1.t.ɪ0.d	p.ɚ0.v.ɚ1.ɾ.ɪ0.d
h.ɑ1.t.ʌ0.n.s.t.aɪ0.n	h.ɑ1.ɾ.ʌ0.n.s.t.aɪ0.n
d.ɛ1.s.ʌ0.m.eɪ2.t.ɪ0.d	d.ɛ1.s.ʌ0.m.eɪ2.ɾ.ɪ0.d
z.ɪ1.t.ɪ0.k	z.ɪ1.ɾ.ɪ0.k
b.oʊ1.t.ɚ0.z	b.oʊ1.ɾ.ɚ0.z
g.ɑ1.t.ʌ0.n.b.ɚ0.g	g.ɑ1.ɾ.ʌ0.n.b.ɚ0.g
b.æ2.t.ɪ0.p.æ1.g.l.i0.ʌ0	b.æ2.ɾ.ɪ0.p.æ1.g.l.i0.0
b.ɪ1.t.ɚ0.m.ʌ0.n	b.ɪ1.ɾ.ɚ0.m.ʌ0.n
g.ɛ1.t.i0.z	g.ɛ1.ɾ.i0.z
b.ʌ1.t.ɚ0.f.i0.l.d	b.ʌ1.ɾ.ɚ0.f.i0.l.d
b.ɑ0.ɹ.t.oʊ0.l.ɛ1.t.i0	b.ɑ0.ɹ.t.oʊ0.l.ɛ1.ɾ.0
f.l.æ1.dʒ.ʌ0.l.eɪ2.t.ʌ0.d	f.l.æ1.dʒ.ʌ0.l.eɪ2.ɾ.ʌ0.d
h.æ0.m.ɪ1.t.ɪ0.k	h.æ0.m.ɪ1.ɾ.ɪ0.k
ɛ1.k.s.t.ɹ.ʌ0.k.eɪ2.t.ɪ0.d	ɛ.k.s.t.ɹ.ʌ0.k.eɪ2.ɾ.ɪ0.d
v.ɛ2.dʒ.ʌ0.t.eɪ1.t.ɪ0.v	v.ɛ2.dʒ.ʌ0.t.eɪ1.ɾ.ɪ0.v
p.ɚ1.t.u0.ʌ0.t	p.ɚ1.ɾ.u0.ʌ0.t
ɹ.ɛ1.s.p.ɚ0.eɪ2.t.ɚ0	ɹ.ɛ1.s.p.ɚ0.eɪ2.ɾ.0
f.l.aɪ1.t.i0.ʌ0.s.t	f.l.aɪ1.ɾ.i0.ʌ0.s.t
t.aɪ1.t.ʌ0.l.b.aʊ0.m	t.aɪ1.ɾ.ʌ0.l.b.aʊ0.m
s.ɪ1.m.j.ʌ0.l.eɪ2.t.ɪ0.ŋ	s.ɪ1.m.j.ʌ0.l.eɪ2.ɾ.ɪ0.ŋ
s.t.ɹ.eɪ1.t.ɚ0	s.t.ɹ.eɪ1.ɾ.0
f.ɹ.aɪ1.t.ʌ0.z	f.ɹ.aɪ1.ɾ.ʌ0.z
aʊ1.t.ɪ0.ŋ	a.ɾ.ɪ0.ŋ
v.ɛ1.t.ɚ0.ʌ0.n.z	v.ɛ1.ɾ.ɚ0.ʌ0.n.z
k.ʌ0.l.æ1.b.ɚ0.eɪ2.t.ɚ0.z	k.ʌ0.l.æ1.b.ɚ0.eɪ2.ɾ.ɚ0.z
h.aɪ1.d.ɹ.ʌ0.dʒ.ʌ0.n.eɪ2.t.ɪ0.ŋ	h.aɪ1.d.ɹ.ʌ0.dʒ.ʌ0.n.eɪ2.ɾ.ɪ0.ŋ
j.ɑ1.t.ɪ0.ŋ	j.ɑ1.ɾ.ɪ0.ŋ
æ1.p.l.ʌ0.k.eɪ2.t.ɚ0	æ.p.l.ʌ0.k.eɪ2.ɾ.0
f.ʌ1.t.ɚ0.m.ʌ0.n	f.ʌ1.ɾ.ɚ0.m.ʌ0.n
s.k.w.ɑ1.t.ɚ0	s.k.w.ɑ1.ɾ.0
b.oʊ1.t.ʌ0.z	b.oʊ1.ɾ.ʌ0.z
ɑ1.b.l.ʌ0.g.eɪ2.t.ɪ0.d	ɑ.b.l.ʌ0.g.eɪ2.ɾ.ɪ0.d
b.ɑ1.t.ʌ0.l.ɪ0.ŋ	b.ɑ1.ɾ.ʌ0.l.ɪ0.ŋ
k.oʊ1.dʒ.ɛ1.n.ɚ0.eɪ2.t.ɪ0.d	k.oʊ1.dʒ.ɛ1.n.ɚ0.eɪ2.ɾ.ɪ0.d
p.ʌ0.t.eɪ1.t.oʊ2	p.ʌ0.t.eɪ1.ɾ.2
ɛ1.s.t.ɪ0.m.eɪ2.t.ɚ0	ɛ.s.t.ɪ0.m.eɪ2.ɾ.0
dʒ.ɛ1.t.ʌ0.s.ʌ0.n.ɪ0.ŋ	d.ɛ1.ɾ.ʌ0.s.ʌ0.n.ɪ0.ŋ
v.ɛ1.n.t.ɪ0.l.eɪ2.t.ɪ0.ŋ	v.ɛ1.n.t.ɪ0.l.eɪ2.ɾ.ɪ0.ŋ
h.ɑ1.t.ʌ0.l.ɪ0.ŋ	h.ɑ1.ɾ.ʌ0.l.ɪ0.ŋ
ʌ0.s.ɪ1.m.ʌ0.l.eɪ2.t.ɪ0.ŋ	ʌ.s.ɪ1.m.ʌ0.l.eɪ2.ɾ.ɪ0.ŋ
k.æ1.t.ɚ0.æ2.k.t.s	k.æ1.ɾ.ɚ0.æ2.k.t.s
s.p.ɛ1.k.j.ʌ0.l.eɪ2.t.ɚ0.z	s.p.ɛ1.k.j.ʌ0.l.eɪ2.ɾ.ɚ0.z
k.æ1.t.ʌ0.l.m.ʌ0.n.z	k.æ1.ɾ.ʌ0.l.m.ʌ0.n.z
p.ɚ0.f.ɛ1.t.i0	p.ɚ0.f.ɛ1.ɾ.0
n.ɑ0.n.v.oʊ1.t.ɪ0.ŋ	n.ɑ0.n.v.oʊ1.ɾ.ɪ0.ŋ
s.t.ɹ.æ1.t.ʌ0	s.t.ɹ.æ1.ɾ.0
t.ɪ1.t.ɚ0.ɪ0.ŋ.t.ʌ0.n	t.ɪ1.ɾ.ɚ0.ɪ0.ŋ.t.ʌ0.n
ɪ2.l.ɛ2.k.t.ɹ.oʊ0.f.ʌ0.ɹ.ɛ1.t.ʌ0.g.ɹ.æ2.m	ɪ.l.ɛ2.k.t.ɹ.oʊ0.f.ʌ0.ɹ.ɛ1.ɾ.ʌ0.g.ɹ.æ2.m
m.ɛ1.t.ɪ0.v.i0.ɚ0	m.ɛ1.ɾ.ɪ0.v.i0.0
b.aɪ2.oʊ0.n.ɛ1.t.ɪ0.k.s	b.aɪ2.oʊ0.n.ɛ1.ɾ.ɪ0.k.s
h.w.i1.t.i0.z	h.w.i1.ɾ.i0.z
g.l.ɑ1.t.ʌ0.l	g.l.ɑ1.ɾ.ʌ0.l
ɑ0.l.i0.oʊ1.t.oʊ0	ɑ.l.i0.oʊ1.ɾ.0
ɹ.i0.ɪ1.t.ɚ0.eɪ2.t.ɪ0.ŋ	ɹ.i0.ɪ1.ɾ.ɚ0.eɪ2.ɾ.ɪ0.ŋ
s.ɛ0.d.i1.t.ʌ0	s.ɛ0.d.i1.ɾ.0
d.ɛ2.m.ʌ0.k.ɹ.æ1.t.ɪ0.k.l.i0	d.ɛ2.m.ʌ0.k.ɹ.æ1.ɾ.ɪ0.k.l.0
ɹ.ɛ1.n.ʌ0.v.eɪ2.t.ɚ0	ɹ.ɛ1.n.ʌ0.v.eɪ2.ɾ.0
z.ɑ0.n.ɛ1.t.ʌ0	z.ɑ0.n.ɛ1.ɾ.0
f.ɚ1.t.ʌ0.l.aɪ2.z.ɪ0.z	f.ɚ1.ɾ.ʌ0.l.aɪ2.z.ɪ0.z
æ0.l.b.ɚ1.t.ʌ0	æ.l.b.ɚ1.ɾ.0
ʌ1.t.ɛ2.k	ʌ.ɾ.ɛ2.k
ɪ1.n.d.ʌ0.k.eɪ2.t.ɪ0.ŋ	ɪ.n.d.ʌ0.k.eɪ2.ɾ.ɪ0.ŋ
b.i1.t.ɪ0.ŋ.z	b.i1.ɾ.ɪ0.ŋ.z
m.ɪ1.l.ʌ0.l.i2.t.ɚ0.z	m.ɪ1.l.ʌ0.l.i2.ɾ.ɚ0.z
k.æ1.t.ʌ0.l.m.ɪ0.n	k.æ1.ɾ.ʌ0.l.m.ɪ0.n
oʊ1.t.ɪ0.s	o.ɾ.ɪ0.s
m.ʌ1.t.ɚ0.ɪ0.ŋ.z	m.ʌ1.ɾ.ɚ0.ɪ0.ŋ.z
s.v.ɪ1.t.ʌ0.k	s.v.ɪ1.ɾ.ʌ0.k
æ1.t.ɪ0.k.ʌ0	æ.ɾ.ɪ0.k.0
j.u1.t.ɚ0	j.u1.ɾ.0
ɹ.ɛ1.n.ʌ0.v.eɪ2.t.ɪ0.d	ɹ.ɛ1.n.ʌ0.v.eɪ2.ɾ.ɪ0.d
f.u0.dʒ.i1.t.ʌ0	f.u0.dʒ.i1.ɾ.0
b.l.ɑ1.t.ɪ0.ŋ	b.l.ɑ1.ɾ.ɪ0.ŋ
f.u0.k.u0.m.oʊ1.t.oʊ0	f.u0.k.u0.m.oʊ1.ɾ.0
f.ʌ0.h.i1.t.ʌ0	f.ʌ0.h.i1.ɾ.0
k.ɚ1.t.oʊ0	k.ɚ1.ɾ.0
n.ɑ1.t.i0	n.ɑ1.ɾ.0
ɹ.ɪ0.f.j.u1.t.ɪ0.d	ɹ.ɪ0.f.j.u1.ɾ.ɪ0.d
d.ɛ1.t.ʌ0.n.eɪ2.t	d.ɛ1.ɾ.ʌ0.n.eɪ2.t
p.ɛ1.t.ʌ0.k	p.ɛ1.ɾ.ʌ0.k
s.ɪ1.t.i0	s.ɪ1.ɾ.0
ɪ1.n.t.ʌ0.g.ɹ.eɪ2.t.ɪ0.d	ɪ.n.t.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d
k.aʊ1.n.ɚ0.f.ɪ2.t.ɚ0.z	k.aʊ1.n.ɚ0.f.ɪ2.ɾ.ɚ0.z
l.i1.t.ʌ0.n	l.i1.ɾ.ʌ0.n
t.ɑ0.n.i0.m.oʊ1.t.oʊ0	t.ɑ0.n.i0.m.oʊ1.ɾ.0
f.ɛ2.t.ʌ0.tʃ.i1.n.i0	f.ɛ2.ɾ.ʌ0.tʃ.i1.n.0
k.æ1.t.ʌ0.l.ɔ0.g.z	k.æ1.ɾ.ʌ0.l.ɔ0.g.z
t.æ1.b.j.ʌ0.l.eɪ2.t.ɪ0.d	t.æ1.b.j.ʌ0.l.eɪ2.ɾ.ɪ0.d
ʌ1.t.ɚ0.d	ʌ.ɾ.ɚ0.d
h.ɚ1.t.ʌ0.n.s.t.aɪ0.n	h.ɚ1.ɾ.ʌ0.n.s.t.aɪ0.n
s.ɑ0.k.ɑ0.m.oʊ1.t.oʊ0	s.ɑ0.k.ɑ0.m.oʊ1.ɾ.0
m.ʌ0.k.oʊ1.t.oʊ0	m.ʌ0.k.oʊ1.ɾ.0
k.ɑ1.n.s.ʌ0.n.t.ɹ.eɪ2.t.ɪ0.ŋ	k.ɑ1.n.s.ʌ0.n.t.ɹ.eɪ2.ɾ.ɪ0.ŋ
p.ɛ1.t.i0.z	p.ɛ1.ɾ.i0.z
k.æ1.s.t.ɹ.eɪ2.t.ɪ0.ŋ	k.æ1.s.t.ɹ.eɪ2.ɾ.ɪ0.ŋ
ɪ2.n.t.ɑ1.k.s.ʌ0.k.eɪ2.t.ʌ0.d	ɪ.n.t.ɑ1.k.s.ʌ0.k.eɪ2.ɾ.ʌ0.d
h.æ2.l.ʌ0.f.ɪ1.t.ɪ0.k	h.æ2.l.ʌ0.f.ɪ1.ɾ.ɪ0.k
f.l.aʊ1.t.ɪ0.d	f.l.aʊ1.ɾ.ɪ0.d
s.k.u1.t.ɚ0.z	s.k.u1.ɾ.ɚ0.z
t.oʊ0.m.i1.t.ʌ0	t.oʊ0.m.i1.ɾ.0
h.ɪ2.ɹ.ʌ0.h.i1.t.oʊ2	h.ɪ2.ɹ.ʌ0.h.i1.ɾ.2
b.l.u1.t.u2.θ	b.l.u1.ɾ.u2.θ
d.ʌ0.n.ɑ1.t.oʊ0	d.ʌ0.n.ɑ1.ɾ.0
m.i1.t.ɚ0.ɪ0.ŋ	m.i1.ɾ.ɚ0.ɪ0.ŋ
k.eɪ1.t.ɪ2.n	k.eɪ1.ɾ.ɪ2.n
p.ɑ1.t.aɪ0.g.ɚ0	p.ɑ1.ɾ.aɪ0.g.0
s.æ1.t.ɪ0.s.f.aɪ2.ɪ0.ŋ	s.æ1.ɾ.ɪ0.s.f.aɪ2.ɪ0.ŋ
ɹ.i0.s.ɚ1.t.ʌ0.f.aɪ0.ɪ0.ŋ	ɹ.i0.s.ɚ1.ɾ.ʌ0.f.aɪ0.ɪ0.ŋ
t.ɛ0.n.u1.t.ʌ0	t.ɛ0.n.u1.ɾ.0
g.eɪ1.t.ɚ0	g.eɪ1.ɾ.0
ɪ0.g.z.æ1.s.ɚ0.b.eɪ2.t.ʌ0.d	ɪ.g.z.æ1.s.ɚ0.b.eɪ2.ɾ.ʌ0.d
oʊ1.t.i1	o.ɾ.1
k.ɛ1.t.ʌ0.l.ʌ0	k.ɛ1.ɾ.ʌ0.l.0
ɹ.i1.t.eɪ1.k	ɹ.i1.ɾ.eɪ1.k
ɹ.i0.v.ɚ1.b.ɚ0.eɪ2.t.ɪ0.ŋ	ɹ.i0.v.ɚ1.b.ɚ0.eɪ2.ɾ.ɪ0.ŋ
